,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
493,165,Day,"{""0"": 251, ""1"": 81, ""2"": 12, ""3"": 5, ""4"": 2, ""5"": 2, ""7"": 1, ""12"": 1, ""17"": 1, ""18"": 1, ""20"": 2, ""24"": 2, ""26"": 1, ""28"": 1, ""33"": 1, ""40"": 1, ""6"": 0, ""8"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0, ""19"": 0, ""21"": 0, ""22"": 0, ""23"": 0, ""25"": 0, ""27"": 0, ""29"": 0, ""30"": 0, ""31"": 0, ""32"": 0, ""34"": 0, ""35"": 0, ""36"": 0, ""37"": 0, ""38"": 0, ""39"": 0}","{""0"": 268, ""1"": 64, ""2"": 11, ""3"": 6, ""4"": 3, ""5"": 2, ""12"": 1, ""16"": 1, ""17"": 1, ""21"": 1, ""23"": 1, ""24"": 2, ""25"": 1, ""29"": 1, ""31"": 1, ""40"": 1, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""22"": 0, ""26"": 0, ""27"": 0, ""28"": 0, ""30"": 0, ""32"": 0, ""33"": 0, ""34"": 0, ""35"": 0, ""36"": 0, ""37"": 0, ""38"": 0, ""39"": 0}","[0.688, 0.222, 0.033, 0.014, 0.005, 0.005, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.0, 0.005, 0.0, 0.0, 0.0, 0.005, 0.0, 0.003, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003]","[0.734, 0.175, 0.03, 0.016, 0.008, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003, 0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.003, 0.005, 0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003]"
494,165,Evening,"{""0"": 191, ""1"": 109, ""2"": 47, ""3"": 9, ""4"": 6, ""7"": 1, ""12"": 1, ""21"": 1, ""5"": 0, ""6"": 0, ""8"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0}","{""0"": 223, ""1"": 81, ""2"": 43, ""3"": 11, ""4"": 4, ""8"": 1, ""12"": 1, ""23"": 1, ""5"": 0, ""6"": 0, ""7"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": 0}","[0.523, 0.299, 0.129, 0.025, 0.016, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003]","[0.611, 0.222, 0.118, 0.03, 0.011, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003]"
495,166,Morning,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 338, ""1"": 26, ""2"": 1}","[0.932, 0.063, 0.005]","[0.926, 0.071, 0.003]"
496,166,Day,"{""0"": 333, ""1"": 29, ""2"": 3}","{""0"": 325, ""1"": 33, ""2"": 6, ""3"": 1}","[0.912, 0.079, 0.008]","[0.89, 0.09, 0.016, 0.003]"
497,166,Evening,"{""0"": 307, ""1"": 49, ""2"": 9}","{""0"": 307, ""1"": 50, ""2"": 6, ""3"": 2}","[0.841, 0.134, 0.025]","[0.841, 0.137, 0.016, 0.005]"
498,167,Morning,"{""0"": 288, ""1"": 61, ""2"": 14, ""3"": 2}","{""0"": 293, ""1"": 68, ""2"": 3, ""3"": 1}","[0.789, 0.167, 0.038, 0.005]","[0.803, 0.186, 0.008, 0.003]"
499,167,Day,"{""0"": 251, ""1"": 97, ""2"": 13, ""3"": 3, ""4"": 1}","{""0"": 266, ""1"": 72, ""2"": 22, ""3"": 4, ""5"": 1, ""4"": 0}","[0.688, 0.266, 0.036, 0.008, 0.003]","[0.729, 0.197, 0.06, 0.011, 0.0, 0.003]"
500,167,Evening,"{""0"": 201, ""1"": 110, ""2"": 38, ""3"": 14, ""4"": 2}","{""0"": 191, ""1"": 107, ""2"": 50, ""3"": 16, ""4"": 1}","[0.551, 0.301, 0.104, 0.038, 0.005]","[0.523, 0.293, 0.137, 0.044, 0.003]"
501,168,Morning,"{""0"": 249, ""1"": 90, ""2"": 22, ""3"": 4}","{""0"": 200, ""1"": 111, ""2"": 51, ""3"": 3}","[0.682, 0.247, 0.06, 0.011]","[0.548, 0.304, 0.14, 0.008]"
502,168,Day,"{""0"": 159, ""1"": 112, ""2"": 59, ""3"": 22, ""4"": 11, ""5"": 1, ""6"": 1}","{""0"": 182, ""1"": 107, ""2"": 39, ""3"": 28, ""4"": 9}","[0.436, 0.307, 0.162, 0.06, 0.03, 0.003, 0.003]","[0.499, 0.293, 0.107, 0.077, 0.025]"
503,168,Evening,"{""0"": 112, ""1"": 96, ""2"": 85, ""3"": 42, ""4"": 25, ""5"": 4, ""6"": 1}","{""0"": 109, ""1"": 99, ""2"": 84, ""3"": 51, ""4"": 11, ""5"": 7, ""6"": 4}","[0.307, 0.263, 0.233, 0.115, 0.068, 0.011, 0.003]","[0.299, 0.271, 0.23, 0.14, 0.03, 0.019, 0.011]"
504,169,Morning,"{""0"": 323, ""1"": 37, ""2"": 5}","{""0"": 319, ""1"": 40, ""2"": 6}","[0.885, 0.101, 0.014]","[0.874, 0.11, 0.016]"
505,169,Day,"{""0"": 252, ""1"": 90, ""2"": 19, ""3"": 4}","{""0"": 259, ""1"": 86, ""2"": 15, ""3"": 3, ""4"": 2}","[0.69, 0.247, 0.052, 0.011]","[0.71, 0.236, 0.041, 0.008, 0.005]"
506,169,Evening,"{""0"": 164, ""1"": 116, ""2"": 52, ""3"": 21, ""4"": 9, ""5"": 1, ""6"": 2}","{""0"": 147, ""1"": 107, ""2"": 68, ""3"": 22, ""4"": 12, ""5"": 5, ""6"": 4}","[0.449, 0.318, 0.142, 0.058, 0.025, 0.003, 0.005]","[0.403, 0.293, 0.186, 0.06, 0.033, 0.014, 0.011]"
507,170,Morning,"{""0"": 249, ""1"": 91, ""2"": 19, ""3"": 5, ""4"": 1}","{""0"": 256, ""1"": 82, ""2"": 23, ""3"": 3, ""4"": 1}","[0.682, 0.249, 0.052, 0.014, 0.003]","[0.701, 0.225, 0.063, 0.008, 0.003]"
508,170,Day,"{""0"": 186, ""1"": 111, ""2"": 46, ""3"": 18, ""4"": 4}","{""0"": 203, ""1"": 105, ""2"": 43, ""3"": 10, ""4"": 2, ""5"": 2}","[0.51, 0.304, 0.126, 0.049, 0.011]","[0.556, 0.288, 0.118, 0.027, 0.005, 0.005]"
509,170,Evening,"{""0"": 120, ""1"": 130, ""2"": 60, ""3"": 29, ""4"": 17, ""5"": 7, ""6"": 2}","{""0"": 110, ""1"": 108, ""2"": 76, ""3"": 41, ""4"": 12, ""5"": 12, ""6"": 3, ""7"": 3}","[0.329, 0.356, 0.164, 0.079, 0.047, 0.019, 0.005]","[0.301, 0.296, 0.208, 0.112, 0.033, 0.033, 0.008, 0.008]"
510,171,Morning,"{""0"": 319, ""1"": 43, ""2"": 3}","{""0"": 304, ""1"": 56, ""2"": 5}","[0.874, 0.118, 0.008]","[0.833, 0.153, 0.014]"
511,171,Day,"{""0"": 294, ""1"": 61, ""2"": 9, ""3"": 1}","{""0"": 298, ""1"": 60, ""2"": 5, ""3"": 2}","[0.805, 0.167, 0.025, 0.003]","[0.816, 0.164, 0.014, 0.005]"
512,171,Evening,"{""0"": 235, ""1"": 93, ""2"": 30, ""3"": 7}","{""0"": 229, ""1"": 96, ""2"": 30, ""3"": 8, ""4"": 2}","[0.644, 0.255, 0.082, 0.019]","[0.627, 0.263, 0.082, 0.022, 0.005]"
513,172,Morning,"{""0"": 234, ""1"": 95, ""2"": 33, ""3"": 2, ""4"": 1}","{""0"": 234, ""1"": 97, ""2"": 24, ""3"": 9, ""5"": 1, ""4"": 0}","[0.641, 0.26, 0.09, 0.005, 0.003]","[0.641, 0.266, 0.066, 0.025, 0.0, 0.003]"
514,172,Day,"{""0"": 168, ""1"": 113, ""2"": 57, ""3"": 18, ""4"": 7, ""5"": 2}","{""0"": 200, ""1"": 107, ""2"": 40, ""3"": 14, ""4"": 3, ""5"": 1}","[0.46, 0.31, 0.156, 0.049, 0.019, 0.005]","[0.548, 0.293, 0.11, 0.038, 0.008, 0.003]"
515,172,Evening,"{""0"": 116, ""1"": 87, ""2"": 83, ""3"": 42, ""4"": 26, ""5"": 6, ""6"": 3, ""7"": 2}","{""0"": 106, ""1"": 89, ""2"": 75, ""3"": 55, ""4"": 30, ""5"": 6, ""6"": 3, ""7"": 1}","[0.318, 0.238, 0.227, 0.115, 0.071, 0.016, 0.008, 0.005]","[0.29, 0.244, 0.205, 0.151, 0.082, 0.016, 0.008, 0.003]"
516,173,Morning,"{""0"": 228, ""1"": 90, ""2"": 33, ""3"": 10, ""4"": 3, ""5"": 1}","{""0"": 229, ""1"": 84, ""2"": 39, ""3"": 10, ""4"": 3}","[0.625, 0.247, 0.09, 0.027, 0.008, 0.003]","[0.627, 0.23, 0.107, 0.027, 0.008]"
517,173,Day,"{""0"": 192, ""1"": 108, ""2"": 43, ""3"": 16, ""4"": 5, ""7"": 1, ""5"": 0, ""6"": 0}","{""0"": 204, ""1"": 111, ""2"": 32, ""3"": 12, ""4"": 4, ""5"": 2}","[0.526, 0.296, 0.118, 0.044, 0.014, 0.0, 0.0, 0.003]","[0.559, 0.304, 0.088, 0.033, 0.011, 0.005]"
518,173,Evening,"{""0"": 123, ""1"": 101, ""2"": 75, ""3"": 35, ""4"": 23, ""5"": 6, ""6"": 1, ""7"": 1}","{""0"": 117, ""1"": 95, ""2"": 91, ""3"": 30, ""4"": 18, ""5"": 8, ""6"": 4, ""7"": 1, ""8"": 1}","[0.337, 0.277, 0.205, 0.096, 0.063, 0.016, 0.003, 0.003]","[0.321, 0.26, 0.249, 0.082, 0.049, 0.022, 0.011, 0.003, 0.003]"
519,174,Morning,"{""0"": 258, ""1"": 71, ""2"": 26, ""3"": 7, ""4"": 2, ""5"": 1}","{""0"": 261, ""1"": 81, ""2"": 21, ""3"": 2}","[0.707, 0.195, 0.071, 0.019, 0.005, 0.003]","[0.715, 0.222, 0.058, 0.005]"
520,174,Day,"{""0"": 240, ""1"": 94, ""2"": 25, ""3"": 3, ""4"": 2, ""5"": 1}","{""0"": 286, ""1"": 60, ""2"": 12, ""3"": 7}","[0.658, 0.258, 0.068, 0.008, 0.005, 0.003]","[0.784, 0.164, 0.033, 0.019]"
521,174,Evening,"{""0"": 185, ""1"": 109, ""2"": 54, ""3"": 12, ""4"": 4, ""5"": 1}","{""0"": 191, ""1"": 113, ""2"": 40, ""3"": 14, ""4"": 6, ""5"": 1}","[0.507, 0.299, 0.148, 0.033, 0.011, 0.003]","[0.523, 0.31, 0.11, 0.038, 0.016, 0.003]"
522,175,Morning,"{""0"": 323, ""1"": 38, ""2"": 3, ""3"": 1}","{""0"": 303, ""1"": 55, ""2"": 7}","[0.885, 0.104, 0.008, 0.003]","[0.83, 0.151, 0.019]"
523,175,Day,"{""0"": 285, ""1"": 69, ""2"": 9, ""3"": 1, ""4"": 1}","{""0"": 304, ""1"": 56, ""2"": 4, ""3"": 1}","[0.781, 0.189, 0.025, 0.003, 0.003]","[0.833, 0.153, 0.011, 0.003]"
524,175,Evening,"{""0"": 236, ""1"": 82, ""2"": 33, ""3"": 11, ""4"": 3}","{""0"": 300, ""1"": 51, ""2"": 10, ""3"": 3, ""4"": 1}","[0.647, 0.225, 0.09, 0.03, 0.008]","[0.822, 0.14, 0.027, 0.008, 0.003]"
525,176,Morning,"{""0"": 347, ""1"": 18}","{""0"": 278, ""1"": 71, ""2"": 15, ""3"": 1}","[0.951, 0.049]","[0.762, 0.195, 0.041, 0.003]"
526,176,Day,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 354, ""1"": 11}","[0.934, 0.063, 0.003]","[0.97, 0.03]"
527,176,Evening,"{""0"": 296, ""1"": 60, ""2"": 8, ""3"": 1}","{""0"": 339, ""1"": 25, ""2"": 1}","[0.811, 0.164, 0.022, 0.003]","[0.929, 0.068, 0.003]"
528,177,Morning,"{""0"": 285, ""1"": 54, ""2"": 23, ""3"": 3}","{""0"": 251, ""1"": 85, ""2"": 24, ""3"": 5}","[0.781, 0.148, 0.063, 0.008]","[0.688, 0.233, 0.066, 0.014]"
529,177,Day,"{""0"": 305, ""1"": 49, ""2"": 7, ""3"": 3, ""4"": 1}","{""0"": 291, ""1"": 61, ""2"": 10, ""3"": 2, ""4"": 1}","[0.836, 0.134, 0.019, 0.008, 0.003]","[0.797, 0.167, 0.027, 0.005, 0.003]"
530,177,Evening,"{""0"": 234, ""1"": 77, ""2"": 42, ""3"": 11, ""4"": 1}","{""0"": 249, ""1"": 82, ""2"": 30, ""3"": 1, ""4"": 3}","[0.641, 0.211, 0.115, 0.03, 0.003]","[0.682, 0.225, 0.082, 0.003, 0.008]"
531,178,Morning,"{""0"": 295, ""1"": 55, ""2"": 14, ""3"": 1}","{""0"": 342, ""1"": 22, ""2"": 1}","[0.808, 0.151, 0.038, 0.003]","[0.937, 0.06, 0.003]"
532,178,Day,"{""0"": 316, ""1"": 42, ""2"": 6, ""3"": 1}","{""0"": 303, ""1"": 54, ""2"": 7, ""3"": 1}","[0.866, 0.115, 0.016, 0.003]","[0.83, 0.148, 0.019, 0.003]"
533,178,Evening,"{""0"": 263, ""1"": 83, ""2"": 15, ""3"": 2, ""4"": 2}","{""0"": 238, ""1"": 90, ""2"": 30, ""3"": 6, ""5"": 1, ""4"": 0}","[0.721, 0.227, 0.041, 0.005, 0.005]","[0.652, 0.247, 0.082, 0.016, 0.0, 0.003]"
534,179,Morning,"{""0"": 220, ""1"": 103, ""2"": 33, ""3"": 8, ""4"": 1}","{""0"": 123, ""1"": 64, ""2"": 51, ""3"": 50, ""4"": 26, ""5"": 24, ""6"": 17, ""7"": 6, ""8"": 2, ""9"": 1, ""10"": 1}","[0.603, 0.282, 0.09, 0.022, 0.003]","[0.337, 0.175, 0.14, 0.137, 0.071, 0.066, 0.047, 0.016, 0.005, 0.003, 0.003]"
535,179,Day,"{""0"": 216, ""1"": 101, ""2"": 38, ""3"": 7, ""4"": 2, ""5"": 1}","{""0"": 224, ""1"": 105, ""2"": 24, ""3"": 7, ""4"": 3, ""5"": 1, ""7"": 1, ""6"": 0}","[0.592, 0.277, 0.104, 0.019, 0.005, 0.003]","[0.614, 0.288, 0.066, 0.019, 0.008, 0.003, 0.0, 0.003]"
536,179,Evening,"{""0"": 95, ""1"": 74, ""2"": 64, ""3"": 52, ""4"": 38, ""5"": 28, ""6"": 7, ""7"": 4, ""8"": 2, ""9"": 1}","{""0"": 150, ""1"": 128, ""2"": 52, ""3"": 24, ""4"": 10, ""5"": 1}","[0.26, 0.203, 0.175, 0.142, 0.104, 0.077, 0.019, 0.011, 0.005, 0.003]","[0.411, 0.351, 0.142, 0.066, 0.027, 0.003]"
537,180,Morning,"{""0"": 359, ""1"": 6}","{""0"": 352, ""1"": 13}","[0.984, 0.016]","[0.964, 0.036]"
538,180,Day,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 340, ""1"": 24, ""2"": 1}","[0.921, 0.074, 0.005]","[0.932, 0.066, 0.003]"
539,180,Evening,"{""0"": 333, ""1"": 28, ""2"": 4}","{""0"": 330, ""1"": 31, ""2"": 4}","[0.912, 0.077, 0.011]","[0.904, 0.085, 0.011]"
540,181,Morning,"{""0"": 329, ""1"": 34, ""2"": 1, ""3"": 1}","{""0"": 258, ""1"": 86, ""2"": 18, ""3"": 2, ""4"": 1}","[0.901, 0.093, 0.003, 0.003]","[0.707, 0.236, 0.049, 0.005, 0.003]"
541,181,Day,"{""0"": 272, ""1"": 81, ""2"": 11, ""3"": 1}","{""0"": 307, ""1"": 56, ""2"": 2}","[0.745, 0.222, 0.03, 0.003]","[0.841, 0.153, 0.005]"
542,181,Evening,"{""0"": 243, ""1"": 91, ""2"": 29, ""3"": 2}","{""0"": 258, ""1"": 82, ""2"": 20, ""3"": 4, ""4"": 1}","[0.666, 0.249, 0.079, 0.005]","[0.707, 0.225, 0.055, 0.011, 0.003]"
543,182,Morning,"{""0"": 358, ""1"": 7}","{""0"": 341, ""1"": 22, ""2"": 2}","[0.981, 0.019]","[0.934, 0.06, 0.005]"
544,182,Day,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 347, ""1"": 16, ""2"": 1, ""3"": 1}","[0.945, 0.052, 0.003]","[0.951, 0.044, 0.003, 0.003]"
545,182,Evening,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.907, 0.085, 0.008]","[0.923, 0.071, 0.005]"
546,183,Morning,"{""0"": 258, ""1"": 72, ""2"": 27, ""3"": 3, ""4"": 3, ""5"": 2}","{""0"": 201, ""1"": 102, ""2"": 42, ""3"": 14, ""4"": 6}","[0.707, 0.197, 0.074, 0.008, 0.008, 0.005]","[0.551, 0.279, 0.115, 0.038, 0.016]"
547,183,Day,"{""0"": 166, ""1"": 101, ""2"": 74, ""3"": 15, ""4"": 6, ""5"": 3}","{""0"": 228, ""1"": 88, ""2"": 29, ""3"": 12, ""4"": 7, ""5"": 1}","[0.455, 0.277, 0.203, 0.041, 0.016, 0.008]","[0.625, 0.241, 0.079, 0.033, 0.019, 0.003]"
548,183,Evening,"{""0"": 133, ""1"": 89, ""2"": 71, ""3"": 40, ""4"": 22, ""5"": 6, ""6"": 4}","{""0"": 194, ""1"": 103, ""2"": 52, ""3"": 10, ""4"": 5, ""5"": 1}","[0.364, 0.244, 0.195, 0.11, 0.06, 0.016, 0.011]","[0.532, 0.282, 0.142, 0.027, 0.014, 0.003]"
549,184,Morning,"{""0"": 322, ""1"": 38, ""2"": 5}","{""0"": 296, ""1"": 61, ""2"": 8}","[0.882, 0.104, 0.014]","[0.811, 0.167, 0.022]"
550,184,Day,"{""0"": 248, ""1"": 90, ""2"": 24, ""3"": 3}","{""0"": 259, ""1"": 73, ""2"": 30, ""3"": 3}","[0.679, 0.247, 0.066, 0.008]","[0.71, 0.2, 0.082, 0.008]"
551,184,Evening,"{""0"": 194, ""1"": 113, ""2"": 34, ""3"": 18, ""4"": 3, ""5"": 2, ""8"": 1, ""6"": 0, ""7"": 0}","{""0"": 205, ""1"": 100, ""2"": 43, ""3"": 14, ""4"": 2, ""7"": 1, ""5"": 0, ""6"": 0}","[0.532, 0.31, 0.093, 0.049, 0.008, 0.005, 0.0, 0.0, 0.003]","[0.562, 0.274, 0.118, 0.038, 0.005, 0.0, 0.0, 0.003]"
552,185,Morning,"{""0"": 217, ""1"": 111, ""2"": 26, ""3"": 9, ""4"": 2}","{""0"": 274, ""1"": 75, ""2"": 12, ""3"": 4}","[0.595, 0.304, 0.071, 0.025, 0.005]","[0.751, 0.205, 0.033, 0.011]"
553,185,Day,"{""0"": 206, ""1"": 104, ""2"": 34, ""3"": 12, ""4"": 5, ""5"": 4}","{""0"": 221, ""1"": 88, ""2"": 41, ""3"": 11, ""4"": 3, ""5"": 1}","[0.564, 0.285, 0.093, 0.033, 0.014, 0.011]","[0.605, 0.241, 0.112, 0.03, 0.008, 0.003]"
554,185,Evening,"{""0"": 128, ""1"": 115, ""2"": 66, ""3"": 34, ""4"": 17, ""5"": 3, ""6"": 2}","{""0"": 118, ""1"": 92, ""2"": 71, ""3"": 52, ""4"": 18, ""5"": 10, ""6"": 3, ""8"": 1, ""7"": 0}","[0.351, 0.315, 0.181, 0.093, 0.047, 0.008, 0.005]","[0.323, 0.252, 0.195, 0.142, 0.049, 0.027, 0.008, 0.0, 0.003]"
555,186,Morning,"{""0"": 249, ""1"": 83, ""2"": 26, ""3"": 7}","{""0"": 290, ""1"": 61, ""2"": 10, ""3"": 3, ""5"": 1, ""4"": 0}","[0.682, 0.227, 0.071, 0.019]","[0.795, 0.167, 0.027, 0.008, 0.0, 0.003]"
556,186,Day,"{""0"": 215, ""1"": 101, ""2"": 30, ""3"": 13, ""4"": 6}","{""0"": 222, ""1"": 99, ""2"": 32, ""3"": 7, ""4"": 4, ""6"": 1, ""5"": 0}","[0.589, 0.277, 0.082, 0.036, 0.016]","[0.608, 0.271, 0.088, 0.019, 0.011, 0.0, 0.003]"
557,186,Evening,"{""0"": 141, ""1"": 120, ""2"": 64, ""3"": 20, ""4"": 13, ""5"": 3, ""6"": 3, ""7"": 1}","{""0"": 116, ""1"": 128, ""2"": 72, ""3"": 32, ""4"": 8, ""5"": 8, ""6"": 1}","[0.386, 0.329, 0.175, 0.055, 0.036, 0.008, 0.008, 0.003]","[0.318, 0.351, 0.197, 0.088, 0.022, 0.022, 0.003]"
558,187,Morning,"{""0"": 302, ""1"": 57, ""2"": 6}","{""0"": 321, ""1"": 38, ""2"": 5, ""3"": 1}","[0.827, 0.156, 0.016]","[0.879, 0.104, 0.014, 0.003]"
559,187,Day,"{""0"": 234, ""1"": 98, ""2"": 22, ""3"": 9, ""5"": 2, ""4"": 0}","{""0"": 238, ""1"": 89, ""2"": 28, ""3"": 7, ""4"": 3}","[0.641, 0.268, 0.06, 0.025, 0.0, 0.005]","[0.652, 0.244, 0.077, 0.019, 0.008]"
560,187,Evening,"{""0"": 160, ""1"": 103, ""2"": 58, ""3"": 34, ""4"": 7, ""5"": 2, ""6"": 1}","{""0"": 162, ""1"": 88, ""2"": 72, ""3"": 29, ""4"": 11, ""5"": 3}","[0.438, 0.282, 0.159, 0.093, 0.019, 0.005, 0.003]","[0.444, 0.241, 0.197, 0.079, 0.03, 0.008]"
561,188,Morning,"{""0"": 225, ""1"": 104, ""2"": 25, ""3"": 10, ""4"": 1}","{""0"": 93, ""1"": 66, ""2"": 78, ""3"": 48, ""4"": 34, ""5"": 22, ""6"": 14, ""7"": 6, ""9"": 3, ""10"": 1, ""8"": 0}","[0.616, 0.285, 0.068, 0.027, 0.003]","[0.255, 0.181, 0.214, 0.132, 0.093, 0.06, 0.038, 0.016, 0.0, 0.008, 0.003]"
562,188,Day,"{""0"": 58, ""1"": 66, ""2"": 76, ""3"": 74, ""4"": 53, ""5"": 26, ""6"": 6, ""7"": 5, ""8"": 1}","{""0"": 65, ""1"": 84, ""2"": 82, ""3"": 56, ""4"": 45, ""5"": 16, ""6"": 9, ""7"": 3, ""8"": 4, ""9"": 1}","[0.159, 0.181, 0.208, 0.203, 0.145, 0.071, 0.016, 0.014, 0.003]","[0.178, 0.23, 0.225, 0.153, 0.123, 0.044, 0.025, 0.008, 0.011, 0.003]"
563,188,Evening,"{""0"": 32, ""1"": 25, ""2"": 65, ""3"": 48, ""4"": 61, ""5"": 51, ""6"": 40, ""7"": 17, ""8"": 10, ""9"": 8, ""10"": 5, ""11"": 1, ""12"": 2}","{""0"": 56, ""1"": 68, ""2"": 73, ""3"": 58, ""4"": 43, ""5"": 28, ""6"": 14, ""7"": 12, ""8"": 6, ""9"": 5, ""10"": 2}","[0.088, 0.068, 0.178, 0.132, 0.167, 0.14, 0.11, 0.047, 0.027, 0.022, 0.014, 0.003, 0.005]","[0.153, 0.186, 0.2, 0.159, 0.118, 0.077, 0.038, 0.033, 0.016, 0.014, 0.005]"
564,189,Morning,"{""0"": 209, ""1"": 99, ""2"": 42, ""3"": 11, ""4"": 3, ""6"": 1, ""5"": 0}","{""0"": 120, ""1"": 67, ""2"": 45, ""3"": 43, ""4"": 39, ""5"": 28, ""6"": 11, ""7"": 7, ""8"": 3, ""9"": 1, ""10"": 1}","[0.573, 0.271, 0.115, 0.03, 0.008, 0.0, 0.003]","[0.329, 0.184, 0.123, 0.118, 0.107, 0.077, 0.03, 0.019, 0.008, 0.003, 0.003]"
565,189,Day,"{""0"": 59, ""1"": 58, ""2"": 68, ""3"": 73, ""4"": 44, ""5"": 32, ""6"": 12, ""7"": 7, ""8"": 8, ""9"": 1, ""10"": 2, ""11"": 1}","{""0"": 76, ""1"": 94, ""2"": 69, ""3"": 68, ""4"": 19, ""5"": 20, ""6"": 10, ""7"": 8, ""10"": 1, ""8"": 0, ""9"": 0}","[0.162, 0.159, 0.186, 0.2, 0.121, 0.088, 0.033, 0.019, 0.022, 0.003, 0.005, 0.003]","[0.208, 0.258, 0.189, 0.186, 0.052, 0.055, 0.027, 0.022, 0.0, 0.0, 0.003]"
566,189,Evening,"{""0"": 30, ""1"": 23, ""2"": 30, ""3"": 36, ""4"": 48, ""5"": 42, ""6"": 41, ""7"": 34, ""8"": 22, ""9"": 21, ""10"": 18, ""11"": 11, ""12"": 5, ""13"": 2, ""14"": 1, ""19"": 1, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0}","{""0"": 59, ""1"": 67, ""2"": 68, ""3"": 59, ""4"": 47, ""5"": 35, ""6"": 15, ""7"": 7, ""8"": 7, ""10"": 1, ""9"": 0}","[0.082, 0.063, 0.082, 0.099, 0.132, 0.115, 0.112, 0.093, 0.06, 0.058, 0.049, 0.03, 0.014, 0.005, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003]","[0.162, 0.184, 0.186, 0.162, 0.129, 0.096, 0.041, 0.019, 0.019, 0.0, 0.003]"
567,190,Morning,"{""0"": 234, ""1"": 101, ""2"": 20, ""3"": 6, ""4"": 3, ""6"": 1, ""5"": 0}","{""0"": 125, ""1"": 73, ""2"": 60, ""3"": 38, ""4"": 41, ""5"": 11, ""6"": 9, ""7"": 3, ""8"": 2, ""9"": 3}","[0.641, 0.277, 0.055, 0.016, 0.008, 0.0, 0.003]","[0.342, 0.2, 0.164, 0.104, 0.112, 0.03, 0.025, 0.008, 0.005, 0.008]"
568,190,Day,"{""0"": 106, ""1"": 79, ""2"": 89, ""3"": 42, ""4"": 23, ""5"": 13, ""6"": 9, ""7"": 3, ""8"": 1}","{""0"": 103, ""1"": 90, ""2"": 58, ""3"": 55, ""4"": 29, ""5"": 15, ""6"": 11, ""7"": 1, ""8"": 3}","[0.29, 0.216, 0.244, 0.115, 0.063, 0.036, 0.025, 0.008, 0.003]","[0.282, 0.247, 0.159, 0.151, 0.079, 0.041, 0.03, 0.003, 0.008]"
569,190,Evening,"{""0"": 39, ""1"": 35, ""2"": 58, ""3"": 56, ""4"": 59, ""5"": 50, ""6"": 26, ""7"": 15, ""8"": 12, ""9"": 6, ""10"": 6, ""11"": 1, ""12"": 1, ""17"": 1, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0}","{""0"": 64, ""1"": 78, ""2"": 85, ""3"": 66, ""4"": 36, ""5"": 22, ""6"": 5, ""7"": 3, ""8"": 3, ""9"": 2, ""10"": 1}","[0.107, 0.096, 0.159, 0.153, 0.162, 0.137, 0.071, 0.041, 0.033, 0.016, 0.016, 0.003, 0.003, 0.0, 0.0, 0.0, 0.0, 0.003]","[0.175, 0.214, 0.233, 0.181, 0.099, 0.06, 0.014, 0.008, 0.008, 0.005, 0.003]"
